rating,name,title,review,date,upvotes,is_certified,iD
5.0,muhlan,Awesome device from Blackberry,"Previous smartphone: Lumia 920,Reasons for the change: Actually I was very happy with my Lumia 920 and Windows Phone in general. However, I was not comfortable typing on a touch screen. In addition the call quality was not so good and I had an empty battery in the afternoon even with quite light usage. I therefore bought a tablet (Lumia 2520) to work while traveling, but the tablet did not fit into my pockets and it bothered me that due to the quite large screen anyone could read along.,Why the BlackBerry Passport? The main reason was of course the keyboard and the long battery life (I bought it via Amazon.de),Build quailty: absolutely great. Nothing creaks, there are no visible columns and all push buttons have a pleasant pressure point.,Keyboard: The mere fact that I could use a physical keyboard again was great. The keys have a very pleasant pressure point and I was able to type almost as fast as on the Lumia 920 (Tipp: to train typing use the app ExtremeTypist). The fourth column with the virtual characters could be easily integrated into the flow of typing. The word suggestions are very helpful and the operating system quickly learns the user-specific words. For meaningful typing two hands are definitely needed, but that was also the case with the Lumia 920 to be honest. However if you just want to surf on the way to work you can do that easily with one hand, especially since you can use the integrated touchpad to scroll without touching the screen.,Transport: shirt pocket no, jacket inside pocket yes and jeans pocket also a yes.,Battery: with a constant use from 6:00 am (push synchronization of two e-mail accounts, Whatsapp and BBM, watching an hour of video on Youtube and internet use throughout the day in a low coverage area) the battery at 8:00 pm had still 34% left. With such a usage my Lumia 920 would have shut down already at around 4:00 pm. What really impressed me was the low battery consumption while using the BlackBerry Passport as a media player via bluetooth: even after four hours of music playing the battery was still at 80% (starting wih 90%). The BlackBerry Passport connected both to an Audi and a Ford without any problems.,Screen: the high resolution and the bright colors are well known specifications and I was not dissapointed. But what really surprised me was how pleasant the wide screen is for reading documents and web pages without having to scroll much. Of course the Lumia 920 had the landscape mode, but while you have to scroll less sideways you have to scroll even more vertically.,Apps: I was never a big app user therefore the amount of apps available was not such a relevant criteria for me. However, the offer via the Amazon store is quite large. Also, I have downloaded and installed the app Snap (which was quite easy even for a non IT guy like me) and thereby I have access to almost all Android apps. The Android apps I have downloaded are all working properly. SafeGuard for checking apps from non BlackBerry World sources for known malware is also a nice feature.,Reception and call quality: here I could perform a direct test because with the Lumia 920 I had very poor reception in my workplace. After using the BlackBerry Passport for a call for the first time the person on the other end of the line asked me if I was outside since the call quality was so good. So nothing to add regarding call quality.,BlackBerry assistant: quite useful as far as calendar and e-mail function is concerned, but in other areas there is still some catch up to do to get on a even level with the competition (remeber I am talking about the assisstant in German so the user experience could be much better in Englisch).,Photo and Video: I am completely satisfied with the quality, only the autofocus is sometimesa bit slow. The story maker app and the possibility to zoom in and out of a running video should also be mentioned on the plus side.,Operating System: I will not go into the details of the operating system, but instead make a gross comparison with Windows Phone. The first ""shock"" was of course great, since I was used to the cool Metro Design home screen of my Lumia 920. To be honest I still miss the home screen from time to time where you can put the most relevant apps, but BlackBerry ""compensates"" that by giving me the possibility to arrange my apps in folders. Another great feature is the BlackBerry hub where I can see all important messages and mails at a glance (for all so-called journalists who complain about the huge number of messages being shown in the hub in their tests: you can specify which messages should appear in the hub and which not). The performance of BES10 is very fluid and so far I had no sudden shut downs or freezes. The browser in my opinion is better and faster than the browser of Windows Phone. All in all I really got accostumed to BES10 quickly and while there are some features that I miss from Windows Phone I will not go back. The two things that really annoy me are that you can not turn of the shutter sound of the camera and the sound while dialing a number - I mean WTF how hard can it be to implement that option?,Final thoughts: I have written the entire review on the BlackBerry Passport and the experience was almost as good as writing it on a Laptop. I have used the BlackBerry Passport for over a month now and it became my main working device on the go and at home. While there is room for improvement on the software side I have to say that the BlackBerry Passport is a f*****ing awesome device.",19 November 2014,3,,"""RNKZWLQTIJN7M"""
5.0,SV,Fantastic Work Phone,"Fantastic phone for email and messaging. The BB Hub is probably the best feature of this phone. I track over 8 email ids for work and there is no phone that can do it better. Have used the iPhone and Android but came back to BB because productivity in terms of work related communication mattered to me more than use of apps in the course of a typical workday. I use this phone for emails and browsing (very good) but prefer my iPad for apps like Flipboard etc. The touch sensitive trackpad makes typing a breeze. I also appreciate BB Blend. This feature allows me to get a desktop view of the BB Hub on my computer when in office. I can view and reply straight from my computer. BB Blend works for emails and BBM. I hope they open it up so that I can view and reply to messages from third party apps like WhatsApp.,Form factor does require getting used to but the high screen resolution and additional horizontal space makes reading a pleasure and one gets used to holding and using the phone. If you track multiple email accounts, forward and reply to a large number of emails, read excel, pdf, powerpoint on a mobile, and browse regularly on your phone then you should consider this device. However, if you are into games and apps then an iPhone or Android device would work better.",6 November 2014,3,Verified Purchase,"""R34S5SHE272LOZ"""
5.0,ps,Perfect for people who want phone for work,"It will take some time to get adjusted with the keyboard and once you are done you will be doing magics on this phone.,Fast processor with 3GB RAM !!!!,Display is sharp, bright and huge !!!,Awesome camera and battery !!!,Build wise there are very few phones with this sort of premium quality, a bit heavy phone. A leather case is a must.,Go ahead for purchasing if your main work on phone is not playing games.,Those who have used BB10 OS before, for them the main features to look out for in this phone are - the keyboard, camera, wide screen, long lasting battery (mine lasting for 30hours with medium use), advanced interactions work awesomely, and many more with the upcoming 10.3.1 updates.,Those who have never used BB10 OS, for you guys there is an infinite list of features, much better than other OS, dont miss this, if your main work on phone is not playing games.",5 November 2014,3,Verified Purchase,"""R2Z8BQ6JFGAI9D"""
5.0,Blackberry Passport,Great Phone,"I have used samsung s4, then iPhone 5s. But the passport has far more better features. I am loving it. The size is good, is not odd as said by some. The feel is nice & the OS is extremely well drafted.",17 October 2014,27,,"""R3G7ZCZ3UNWIBQ"""
5.0,The Best,for thw best professional users,"BlackBerry blend, bbm, the Hub, hardware specs, keyboard, amazing screen...made for the most productive professionals. Perfect size for jacket pocket, jeans or for the purse or nag. Can access phone on computer or tablet anywhere using blend. Superb!",12 October 2014,12,,"""R2022LPOXEQ9O6"""
5.0,Soham Chaudhary,Awesome phone,"The Blackberry passport is an amazing phone ....,I am a proud owner of a oneplus one and when i got this phone for my dad.....it has tge same flagship specs.....the 4.5 inch screen may seem small on paper but going hands on with it it is huge. .super hi rez display......... and the best part about it is the qwerty keyboard. ..... It enables the slowest of typers to type faster. ..,Only con is the price.",13 October 2014,18,Verified Purchase,"""R3I5WPXHZ3PEEO"""
5.0,exceptional,awesome,"Since the day I started using this fabulous phone, following things followed,1 paradigm shift (cant even hold usual shaped phones now, feels like something missing),2 lot of attention from others ( hey wats that?),3 no worried emergencies looking for a battery charge ( never had charged again in the day which was no 1 challenge with my previous device z10),4 served as one of the best cameras ever on the diwali trip (had many amazing clicks even in low light),5 less use of mac book.,So over all BlackBerry passport is a complete solution for productivity with awesome styling and solid built.,Simply loving it.",12 November 2014,10,,"""R1G3445XCT4DJX"""
1.0,Sudhir sur,One Star,I have sold this phone to other buyer making a loss of 200 usd.,1 December 2014,0,Verified Purchase,"""R3OARS9FYLBOKX"""
1.0,manav,dnt ever look or talk abt it,"Seriously,I m going to ask for refund what an waste for money,50k for a 4.5"" display phone,what d use of expanding upto 128gb if i cant watch videos in a large screen atleast 7"",What a useless ui,its like ccombination of some social apps in a ui with new colour nd font,Cant even play games",16 November 2014,0,,"""R36BINP7ZTAEVD"""
1.0,Vipin Gupta,Pathetic.  to say the least.  why does amazon not have negative star rating,"I used this for abt a week.  My BP rose everytime i had to use it.  If i had changed back to my old phone i would have undergone a bypass.,I dont evèn want to sell it in the market as i can't let anyone else go through the same experience.,Absolute patheric user interface.",9 November 2014,2,Verified Purchase,"""R2WBHPB5M7ZRF4"""
1.0,Vikram,One Star,hard to carry,9 November 2014,0,Verified Purchase,"""R3574WD7U2K0C7"""
2.0,sadananda chaudhury,Two Stars,xiaomi mi3 is much much better than this.41k are you kidding me.,20 October 2014,0,,"""R266QJ192EQPXC"""
1.0,harshvardhan jajodia,price is too high,"I think BlackBerry should stop launching new phones in India very limited buyers and pathetic phone...the dimensions of phone is not very user friendly..difficult to carry,hold and to put in jeans pocket..so my recommendation is go for iPhone 6 or samsung s5..",14 October 2014,6,,"""R3HQ40Z46389NZ"""
5.0,Sean,Passport to a Great phone,"I have used both Android and iOS (and briefly a Blackberry many years ago). My last phone was a Moto G which was terrific and before that I owned an iPhone 5. I can say without doubt this is by far my favourite phone. It is superb as a phone, its battery easily lasts me a full working day with juice to spare. The browser is great and snappy. I love the inbuilt FM radio and the Hub. I find the illuminated keyboard invaluable for working on the go at night. I'm starting to use the Blackberry Travel app. BBM for free text and calls is a hit. I have a Rs 5,000 gift voucher from Amazon from the purchase and will shortly get my free JP miles as well.  The Apps stores as other reviewers have noted do have gaps but not enough to cause me any problems and I did not buy this to play games on. I have access to Blackberry World and the Amazon App store. I discovered how to side load Snap which gives me access to the Google App store as well. The keyboard is fantastic and I am zipping through emails and such in the hub. I would fully recommend the phone. Thanks to all who answered questions I asked on Amazon before I purchased it helped in making the change!",7 December 2014,12,Verified Purchase,"""R101C3V63JE4H4"""
1.0,jignesh patel,Absolute nonsense phone,"Its absolutely nonsense phone due to following,- Heavy,- keypad can be operated if you have finger like of kid,- Video screen will be less,- No much apps,- Display like LCD!,- Cant hold in one hand unless otherwise you have hands like ghatotkachh",10 October 2014,15,,"""R2A1VS0JGHBSMS"""
2.0,srujan sujju,Two Stars,"Too pricy, not a worthful buy.",15 October 2014,0,,"""R2V9IEDTCVKH6M"""
5.0,Shashikant Iyengar,Blackberry Passport...It's not a Smartphone... It's a Genius Phone!!,"Big, awkward, very productive, massive battery, unique, eye catching, excellent for seeing spreadsheets.,These are the few thoughts I have about the new BlackBerry  Passport.,When I opened the box I thought ""My god! How am I going to carry this Thing?,Though I had taken out my tape measure to see how big it would be on reading the specs I was still shocked on actually seeing it!,Slowly as I started using it I got used to this mammoth phone.,Setting up this mobile was a breeze.  The key board though is different from the BlackBerry Curve I am used to. A new learning curve here.,But a week on I am loving it. This phone slips easily in the upper shirt Pocket (though it's made for CEOs wearing a suit).,It can be easily carried and I believe that this should not deter us in using this new form factor.,It's a pleasure in using this mobile to see spreadsheets.,You can really Work Wide with the BlackBerry passport. Seeing PPT is also a pleasure. As it has a 3gb RAM big Excel sheets can be opened in a jiffy., Using blackberry for mails and sms was always excellent and the same holds true for BlackBerry passport also.,The concept is HUB is unique and all those using their mobile for business purposes will find this concept Fantastic!!,As usual the notification LED light is the highlight of BlackBerry.,The massive internal memory of 32gb with the option of inserting 128 gb micro SD is the big plus point for storage for those on the go.,As mentioned by all in many reviews you will have to use both the hands. One hand will not do. Though some of the operations are possible with a little practice.,Using this new keyboard requires a bit of practice. But you will love it once you get used to it.,This mobile is also useful for those having Telecons  frequently.,You can dial and minimise the dial up interface. You can at the same time open up spreadsheets, PPTs etc and keep participating in the conference with earphones connected. Everything can be easily minimised and accessed on the screen.,The voice clarity is excellent. You will find it a bit difficult in holding this phone initially while speaking but will get used to it.,Some Dos and Don'ts:,When speaking you will have to hold the phone in such a way that the small speaker is exactly touching the ears. If not placed properly (since its a large phone) the voice clarity may not be good. But if placed properly then the clarity is excellent,You have to download WPS office or Office suit pro as the pre- installed 'Docs to go' does not have the filter options for excel sheets. Hope Microsoft offers the MS office free for BlackBerry also as they are for Android and iOS now.,DO not sync the Hotmail address book. This creates Multiple duplicate entries and the address book slows down massively. Appears to be a Hotmail error. I had to manually delete the entire address book and transfer the address book from my BlackBerry Curve using the Bluetooth. After doing this the problem got resolved.,Security remains a largely compromised area with many mobiles. In today's world we are prone to using mobile devices for online shopping and banking services. Credit cards are used. How can we then ignore the security offered by BlackBerry? All the more the most ignored aspect is built strongly in BlackBerry devices.,What the OS 10 misses out is the facility to forward sms as mail or mail as sms which is available in older OS.,For seeing the images in mail you have to click a small arrow at the right side of the page. A bit irritating. Maybe there is a way out.,BlackBerry passport has OTG facility. A feature less written about.,An excellent phone for those on the move and also those who use their phones for mails / sms.,This device is not for playing junk games like candy crush or subway surfer., The massive battery lasts for 1.5 to 2 days on average use. For me only 70% gets used each day on average to heavy use.,I have penned this entire review on my BlackBerry passport.,It's not a smartphone..... It's a genius phone.",8 November 2014,12,Verified Purchase,"""R3V8E6GS7TL2JC"""
5.0,Shahzoor Ali,Serious Business Powerhouse,"Everybody needs a change. Fashion repeats. So square phones are back! BlackBerry Passport for serious work and style. You will have to get used to this that will take atleast one day and you will love it.,Great pictures in action - http://www.bbin.in/2014/10/blackberry-passport-review/",12 October 2014,22,,"""R1EAGH151X16SO"""
5.0,hiral,its odd for initial day but once you start using passport i bet you will not like any other mobile,iphone 6 you are nowhere near to this beast.....i was using q10 but was hoping for bigger screen and here i got it..its odd for initial day but once you start using passport i bet you will not like any other mobile..#blackberry..u guys came with bang..i am loving it...,9 November 2014,14,Verified Purchase,"""R2J1DUMHXOMFH4"""
5.0,Mustafa,Blackberry Passport: A true masterpiece!,"Blackberry passport is clearly blackberry's best phone till date. I was using Q10 since last 1 year and got my new passport today. At the first glance, it definitely looks weird but as you spend time with it, you will start loving it and now I cannot shift to any other phone! Brilliant screen, premium built, long lasting battery and fast processor makes it the best comeback phone from blackberry. Well done blackberry, you have certainly made your loyal fans proud of your new discovery. Buy it, it's definitely worth it!",15 October 2014,37,Verified Purchase,"""R1A80HH0UDPLPL"""
5.0,Saucy78,The most innovative and effective communication device ever!!,"I just love the big screen, the humongous battery life and the amazing and magical physical  keyboard  (which is sensitive to touch). Add to that the speed of the device and the 10.3 OS. Not to forget the BlackBerry Blend feature... takes a couple of days to get used to the device because of the new keyboard and the size, but once you do, it is a serious productivity beast. Those who use their phones for gaming may not like it as much",10 October 2014,53,,"""R3P580J9SEWG0U"""
1.0,Pavan,old specs,LOL,11 October 2014,6,,"""R4FAWH0IPF2H9"""
5.0,Gurpreet singh Bawa,Professional Phone for Professional People.,"Truly professional phone. If you are a business person or professional then you must grab it. Its an awesome phone by blackberry!,For a powered professionals!! it is the only phone you must have!.",19 October 2014,6,,"""R3M8TQ056FNCN1"""
5.0,kapil,Mean Machine!,"Awesome corporate and business device. If you are looking for top end business phone this is it. Those who want to play games and do mere texts, why even look at such a high end device?,This is not a gimmick/decoration device its for serious business users who value security and want the highest end mean machine.,Bought two of these and dumped recently bought Iphone and Androids which are getting boring and repetitive.,Innovation and designing and speed and security - Pure pleasure!",14 October 2014,20,Verified Purchase,"""R3032OQBAWUTZD"""
4.0,Harish Baskar,Productivity Beast- perfect companion with security,"*Before you opt for a BlackBerry Passport, please be aware of it completely...no one offers the best security better than BlackBerry in the market...,*Security wipe is a time consuming process, don't go for a security wipe unless and untill you are going to return your blackberry passport or going to sell it.,*The resale value of BlackBerry is very low, whereas models like iphone have a better resale value.,*You will most probably receive an os version 10.3.2.2836, my advice is that please don't upgrade it to 10.3.2.2876...because in os version 10.3.2.2876 the battery aspects have been compromised to achieve better device performance.,*os version 10.3.2.2836 has a better battery backup.,* keyboard is awesome, gestures,shortcuts and many more productivity features.,* I have been using BlackBerry Passport for around 10 days, on my first day...I upgraded my os version from 10.3.2.2836 and I did not get the promised legendary battery backup.,*I had a software glitch, which made my passport's keyboard backlight to behave abnormal.,* I opted for a security wipe(factory hardware reset), the process got stuck at 95% for about 12 hours. Thanks to Crackberry forums, I found out a solution to intercept the wiping process, but nearly wasted around 6 Gb of my broadband data, to restore the os version. So, guys have a clear idea about security wipe and os upgrading before you opt for a BlackBerry Passport.,* 3Gb ram is working perfect, out of 32 Gb internal memory,27.62Gb memory will be available,the rest will be consumed by the os itself.,* If you expect more from passport's camera, you are bound to disappointment, though the OIS is good. Camera could have been better.,* No lag in system performance, smooth as butter.,* If you use a headset rather than an original BlackBerry headset, you will face problems in audio section after removing the headset. Example: samsung headset poor compatibility with BlackBerry.,* Display is crisp, no protruding pixels.,* Perfect structure finish, though the device will be little difficult to handle in the initial few days.,* Once you get used to it, you will start loving your BlackBerry Passport.,* Great pleasure for reading, less pleasure for video playback due to 1:1 ratio.,* warranty for this device is 1 year and not 1.5 years as mentioned in other online markets.,* Customer service centres are very less for BlackBerry,Thanks for reading. Good luck!!",28 February 2016,3,Verified Purchase,"""R20I2WCE26QZ3S"""
5.0,Chinmay B.,A flagship to conquer...,"My tryst with Blackberry started after the company started loosing its ground. Not so long ago i was a devout Apple user and Steve Jobs fan. After mocking lots of my friends for using crampy looking keyboard encroaching upon necessary screen space. But i use to like its stability security and simplicity. When blackberry launched Q10 it just could not go unnoticed. And finally i got it and used it as a spare phone. At times during my out-shoar visits (specially south east asia) it worked like a pro and gave me unrestricted access for data and communications. Thats when i became blackberry fan. And then i got my family also converted to blackberry. So it was a natural choice to go for Passport as it was launched.,I have been using this device as my primary driver and also have a iPhone 6 plus (an impulse buy) but there is no competition.,Its class part, the looks, feel, smooth texture , cold hard metal with silk smooth plastic body and natural feel of the keys. Its the perfect marriage of touch screen and keyboard. And what an innovation the touch Keyboard it is. Even Jonathan Ive would go bananas.,People may cry for applications but its and that deficient, specially after android stores available (snap and amazon). Though its not a perfect alliance yet its workable and hopefully improves., Hub is the most addictive and indispensable part of the BBOS. It makes your working easy and well organized.,Top LED is blackberry brainchild and after 10.3.1 upgrade its color customization is a well awaited feature.,The battery life is mammoth - goes on for 2-3 days, depending upon factors such as GPS, android app usage and games. They don't go well with battery life. So if you are using the device for communication with browsing and mails and phone calls, as intended and promoted by Mr Chen, its aces.,Camera is impressive and can be compared with flagships of apple nokia or sony (my personal experience).,Pricing is fair and goodies bundled are very attractive. No complaints for product or the service.",16 February 2015,3,Verified Purchase,"""R2L1GWYK1V9Q3I"""
5.0,anand jain,super business tool,"product of the year !!  not run of the mill product & only for discerning few .,BB blend ...super business tool .,excellent quality & looks . most innovative .",27 October 2014,5,Verified Purchase,"""RAPX5WDR579PH"""
5.0,"Jeong, Gihoon",Five Stars,Fantastic mobile phone for business man.,15 October 2014,7,Verified Purchase,"""R2L0I71L3THZEZ"""
5.0,ROHIT JAIN,Innovative and productivity tool.,"Amazing ! innovative piece of technology!,Go for it!",16 October 2014,13,Verified Purchase,"""R1VK0RZ4BYCPYE"""
5.0,suresh ramakrishnan,Five Stars,Productivity Behemoth...no less :),30 October 2014,7,Verified Purchase,"""R1FF6FA0SIXAP8"""
5.0,Avnish Jain,Go For it... !! Without Doubt you will start loving it,"The best handset i have ever used. !!,Blackberry passport is awesome in all ways, Innovative, Best Display, Superb Battery life, Physical Keyboard is awesome, and camera is surprisingly great.",15 October 2014,11,Verified Purchase,"""R1XSUYXELSEIXV"""
5.0,Govind Krishnan,Mind Blowing Phone !,"It's designed for professionals,You Can WORK WIDE With This Beast,The Most Innovative Phone Ever,Amazing 3450 Mah Battery,The keyboard can be used for gaming and it's Amazing,BlackBerry 10, the fastest OS named by so many android users",12 October 2014,17,,"""R1LDXJWL72ITEV"""
5.0,ravishankar gopalakrishnan,but happy to have a serious business phone,"A little overpriced, but happy to have a serious business phone.",9 November 2014,6,Verified Purchase,"""RAZKAHH9X9YVX"""
5.0,Ron,Awesome interface. I have been using it for about ...,"There are phones and there are PHONES, this is the latter.,I opened the box and chuckled. Size does matter.,Awesome interface. I have been using it for about 3 days now and am back in love with BB. Good battery backup. Smooth touch (special mention of Key Pad Touch). Out and out business phone that is class apart.,It is not for everyone - only for selected/gifted few  who have a certain character and realise that in a world filled with materialistic aspirations, ""Karma"" outweighs all.",7 November 2014,3,Verified Purchase,"""R1X20LSCMY61B0"""
5.0,Rajesh Zade,very intelligent product. left iPhone for weak battery life,"very intelligent product. left iPhone for weak battery life. Blackberry Passport is having good battery life, hardware. messaging is very good on blackberry. only documents to go sucks. Microsoft Office products should available on Blackberry.",22 October 2014,4,Verified Purchase,"""R1DHMBJN0SXZ86"""
5.0,Abhijit,Most Innovative Smartphone of Year'2014,"Blackberry Passport is very innovative & intelligent effort from Blackberry to create most innovative smartphone of 2014, it is very different from the other smartphones like d LG G-Series, Galaxy's, Xperia's, iPhone's and so many from other smartphone maker's.,USP of My Blackberry Passport Which I found after hands-on with the device are as:,1. Build Quality: it is really Premium and build solidly with steel frame and well finished, so it looks & fell very premium one.,2. Innovative Keyboard: I am fan of this as need to write lot of messages, email's and chatting on Whatsapp and BBM, initially you need to learn a little but it is simple and easy, it is very fast and accurate as well.,3. Screen: Screen is very Sharp, pixel density is QHD (1440X1440), 4.5 Inch Square, very useful for viewing messages, emails & other stuff like pictures, webpages etc.,4. Robust Hardware: Qualcomm Snapdragon 801 Processor 2.2GHz, 3GB LP DDR-3 RAM, 4G Enable, 13MP OIS Front Camera, 4.5 Inch Square Screen 453dpi with Gorilla Glass 3.,5. CAMERA: I am very pleased with the camera quality, it is 13MP with OIS, pictures are very sharp, vivid and colors are very natural, it is first time I found in any blackberry device.,6. Battery: Hats-off to blackberry for such huge battery(3450Mah) it makes my life simpler, no to charge on daily.,7. Blackberry OS 10.3: Blackberry OS 10.3 is refined now having all missing features which I want like easy delete of emails in one go, UI Changes are looks cool, endless app in one folder, Increase in application via Amazon app store, Blackberry blend, Blackberry Assistant, it is totally overhauled now.,I am very happy with Blackberry Passport and I am recommended this device for all who are looking for a device for Serious Mobility (it is for all who want to check email, play games, check pics, webpages, messages, communicate fast, see videos), it is one solution and very very Innovate and very solidly build with all premium material.,Thanks!",11 October 2014,47,,"""R3V8QC907GRH5A"""
4.0,Dev K. Roy,Passport vs HTC One M8 and Iphone 6,"I have all three phones concurrently and would like give an review based on my experience with all three devices but focusing on the Passport primarily. When they tell you that the Passport is a productivity machine I have to agree with the categorization. The Hub is awesome I have all my mail accounts including WhatsApp, Linked, Facebook, Instagram (Igrann Pro) ,google chat, etc. I hear people say is that not an information overload on the Hub? The answer is actually NO this is because you can choose to see what is always displayed and accounts that are displayed when you select them.,Mail -- is butter smooth I cannot say how much better it is than the Gmail app on the HTC M8 or the Mail app on the iPhone 6. The issue I have with Gmail on the HTC(android in general) is that if you have non Gmail accounts you have to rely on the Mail app which is  pretty poor and laggy. Mail on IOS 8.xx is an improvement but you still get ""the message cannot download at this time"" but it does have some nifty features like recognising tracking numbers and dates for appointments etc. The testament of how good the Hub is that even when I in from of my computer I look to reply to emails using my Passport (also the keyboard has a part to play here). The email on the BB is clear and I actually am able to read some reports that I get instead of skimming them as I do both on the M8 and the iPhone 6,This for me is priceless.  The passport is a couple of evolutions ahead of the competition,Other Messaging - Here again while the fact that whatsapp on iPhone and Android are able to compress large videos before sending across the BB 10.3 Whatsapp cannot/does not. This might be a showstopper for some for others. Here I would give the competition the advantage though caveat it that you don't have a single point of integration as the Hub (Snowball for Android is trying to do the same) and No notifications do not count in the integrated hub,Typing - I am pretty fast on the virtual keyboards yet I must say typing on the Passport is pure joy. For all you road warriors its like typing on an IBM Thinkpad after one of those ultraportable laptops you appreciate the key travel and the tactile feel of the keys, App notifications - Here both the M8 and the iPhone 6 are far ahead and I am not sure whether BB10.xx will catch up anytime soon,Apps - This the 800 pound gorilla in the room. Spoiler alert IOS8 wins hands down. The passports implementation of Android 4.4.3 is not ready for the big time yet. I have had some lag performance and crashes and random errors including QNXLauncher is not something or the other do you want to shut it down. I will give a list of apps that I use that work on the device, but all in all it is a step in the right direction but a long way to go still.So the progression from IOS to BB 10.3 is a follows 80% of apps I use on IOS are there on Android 70% of those that are on Android work on bb 10.3 so from IOS to BB 10.3 your app universe shrinks by 40-45%. Is it bad? not really . Is it ideal? Not really.,Apps that I Use and work are as follows (not Exhaustive but what I use),a)Salesforce Classic (better than the native connect to salesforce),b) Engadget,c)Flipboard(a bit troublesome sometimes but generally works),d) Soundhound (again better than native),e) Spotify ( yes works great),f)Guardian,Wsj (again a hit or miss and crashes or freezes often),g) Swarm (Not foursquare),Zomato,h) Pininterest,i)Roku,j)Goal.com,k)Todoist,l)Moneycontrol,Bloomberg,FT,ET,TOI(again better than Native),m) Connect for Garmin (syncs my Vivofit), Whitings ,Training Peaks,n) Luminosity(some scaling issues) ,Duolingo,Apps that I have not been able to get to work,a) Onenote,b)Viber,c) Zygna Poker, Asphalt 7,d) Bubble Ds,BB Assistant - This is slow but I will say awesome even better that Siri (but slower ) One example will highlight this ""I fee like eating a Kebab"" the assistant will take some time but come back with a list of food places with kebab in them where as Siri says ""Sorry I can't look for Restaurants in India"" common,Maps - not as straight forward as Google but not bad and I have side loaded google maps (no google play support so it won't remember your searches) otherwise works quite well,  but Nokia Here maps did not work when side loaded,Battery - I am not so sure yet on this as I do need to currently charge it every day and that could be because I am trying a lot on it everyday. So I will reserve comment on it other than it is better than an M8,Screen - here I feel the M8 might be the best but I love the form factor and clarity and brightness of the screen even at 50% brightness,4g or LTE - this is another reason my review gave it a notch down as I am not happy that the Passport does not support the 2300MHz band in India. Also I have forced 3G selection but it is ( for the new antenna tech and jargon) as good as either my M8 or iPhone 6 maybe a software update will sort this out,Looks - honestly people find the phone strange and I introduce it as the Blackberry TV and some people even believe it. I don't care.,So all in all I give it a 4 Stars because it is my goto phone for work and some play but I carry an iPhone 6 around in the evenings. This is neither practical or feasible for everyone so make your own decisions but for me the passport is here to stay",18 October 2014,126,Verified Purchase,"""RJKB83RNSKFOO"""
4.0,Deepak Puri,The best mobile in the market for handling large email traffic,"The best mobile in the market for handling large email traffic. Battery life is excellent and so is the screen sharpness. You have to get used to the size but it makes reading enjoyable. As usual, case and screen guard for this mobile are not available (Blackberry never bothers to look at this level of customer needs). Excellent voice clarity.",21 October 2014,11,Verified Purchase,"""R26L9YQC26XO20"""
4.0,VARAD AGGARWAL,HIghlyy impressed by the job done by blackberry. this phone is for those who are too bored of the same android everywhere.,"I used an android for around 3 years... then I switched to lumia for 2 years.....,I got really bored of that same OS again and again.....,Then I switched to this. The blackberry passport.,It is no doubt an amazing phone.,* it's got amazing coool features.,* processing is unbelievable,* got a better battery life compared to others.,* the swipe keyboard is responsive and works fine.,* camera is equal as to any other phone with a 13mp. No less. No more.,* speakers are osum! They are tool loud and clear. A 10 on 10 for the speakers,* got 2 app stores, blackberry world and amazon app store. U'll find each and every app on it but few of them cannot work on blackberry OS.,* the keyboard pattern will take a little time to adjust but when u get it. It'll be fun.,* it's got a setting for each and every thing. A blackberry OS has never dissapointed me. And trust me, this one will is their best.,* it has got some apps of its own, not available on android, not soo great but yaa..... it's yours if u have a blackberry.,* the big screen is just beautiful. U'll fall in love with it.,* built is strong and attractive. It is not that difficult to carry.,PROS:-,* when u play a video at full screen, since it's a square screen, u can view it only in the half of the screen.,* 1 app that I really need and didn't work was bookmyshow,* camera of my Nokia lumia 920 was amazing. The pure view of lumias is unbeatable. Miss that.,* out of 32gb given to the phone, 10gb is taken by the OS itself. But yaa it gives u an option of the mem card.,BOTTOM LINE:- this phone gives all the features and functions given by any other phone, but with its own way. I believe a person looking for some change.... something new to use, and bored of other OS must go for it.....,I didn't find it something to be priced at 50k they could have given a 40-45k. But then again the same thing goes for iPhone 6.,Don't buy it if u're a full on app maniac. Buy it if you look for basic apps + some new and impressive operating system.,And there is nothing like it's only for business going boys. It's a complete package. If u're a music lover or a whatsapp guy..... or facebook girl or calling up is ur taste...... u can go for it. Not an issue.,I am having great fun using it.! I guess I am the only one with this in my college :p,And yes, ofcourse the first look on people's face when they see that phone in ur hand. You'll get that attention.!!!,Go for it.",16 November 2014,73,Verified Purchase,"""R22POD2306GUI6"""
5.0,Bhupendra,"Exceptional to see, perfect to use",Every moment with the phone makes me fall in love with it even more. The whole idea of the work wide aspect is awesome. The keyboard is simply the best thing for typing and social buds out there as well as perfect for the people who work and write a lot of emails and also read and edit excel sheets. The entertainment is also pretty awesome. The speakers are the most loud and absolutely crisp and clear. The screen quality is gorgeous. The camera performs the best a BlackBerry phone before and is also at par or at times better than other flagship phones. Am simply loving it and it's worth every penny I've paid. Definitely reccomend.,27 October 2014,7,Verified Purchase,"""R31DQH7NGJT383"""
5.0,Sanjay Tripathy,Absolutely a cool device,"I am definitely delighted with this device. It has everything that a android device has and still has a physical keyboard. super camera, email settings in a ziffy, bright display, and great sound output makes this device an absolute winner....",19 October 2014,9,Verified Purchase,"""R2E7WRLY0APMA6"""
